scenario,addr_buffer_m,sfh_min,n_segments,sum_sfh_addresses,median_seg_len_m,median_addr_density_per_100m,addresses_initial,addresses_after_zoning,addresses_after_cpd,addresses_final,addresses_filtered,zoning_mode,zoning_codes_n,cpd_exclude_n
b40_m2,40,2,20497,211491,110.97145239483923,7.030250185783076,458153,259759,254294,254294,203859,include,14,2
