date,bundle_id,segment_id,dh_arm,treated_share
2026-02-07,3133,SS-003270-PV1,Control,0.0
2026-02-07,133,SS-003999-PV1,Control,0.0
2026-02-07,133,SS-026298-PV1,Control,0.0
2026-02-07,3133,SS-031319-PV1,Control,0.0
2026-02-07,5190,SS-028741-PV1,Control,0.0
2026-02-07,54,SS-023302-PV1,Control,0.0
2026-02-07,5190,SS-007080-PV1,Control,0.0
2026-02-07,3259,SS-021549-PV1,Control,0.0
2026-02-07,54,SS-019090-PV1,Control,0.0
2026-02-07,54,SS-023304-PV1,Control,0.0
2026-02-07,3133,SS-021994-PV1,Control,0.0
2026-02-07,5308,SS-005960-PV1,Control,0.0
2026-02-07,5308,SS-006122-PV1,Control,0.0
2026-02-07,133,SS-023639-PV1,Control,0.0
2026-02-07,5190,SS-015990-PV1,Control,0.0
2026-02-07,5190,SS-007081-PV1,Control,0.0
2026-02-07,5308,SS-006120-PV1,Control,0.0
2026-02-07,3133,SS-029011-PV1,Control,0.0
2026-02-07,5190,SS-015991-PV1,Control,0.0
2026-02-07,5190,SS-007078-PV1,Control,0.0
2026-02-07,3259,SS-014229-PV1,Control,0.0
2026-02-07,5308,SS-005961-PV1,Control,0.0
2026-02-07,5190,SS-007079-PV1,Control,0.0
2026-02-07,54,SS-019089-PV1,Control,0.0
2026-02-07,3259,SS-030181-PV1,Control,0.0
2026-02-07,133,SS-014325-PV1,Control,0.0
2026-02-07,54,SS-023305-PV1,Control,0.0
2026-02-07,133,SS-004001-PV1,Control,0.0
2026-02-07,133,SS-013343-PV1,Control,0.0
2026-02-07,3259,SS-021550-PV1,Control,0.0
2026-02-07,3259,SS-013192-PV1,Control,0.0
2026-02-07,133,SS-014324-PV1,Control,0.0
2026-02-07,5308,SS-019237-PV1,Control,0.0
2026-02-07,5190,SS-028742-PV1,Control,0.0
2026-02-07,5308,SS-005962-PV1,Control,0.0
2026-02-07,3259,SS-030182-PV1,Control,0.0
2026-02-07,133,SS-013344-PV1,Control,0.0
2026-02-07,54,SS-023303-PV1,Control,0.0
2026-02-07,133,SS-004000-PV1,Control,0.0
2026-02-07,5308,SS-005963-PV1,Control,0.0
2026-02-07,133,SS-015365-PV1,Control,0.0
2026-02-07,3133,SS-003269-PV1,Control,0.0
2026-02-07,3259,SS-006240-PV1,Control,0.0
