date,bundle_id,segment_id,dh_arm,treated_share
2026-01-31,5990,SS-033888-PV1,Control,0.0
2026-01-31,2965,SS-017668-PV1,Control,0.0
2026-01-31,1719,SS-028270-PV1,Control,0.0
2026-01-31,2403,SS-004264-PV1,Control,0.0
2026-01-31,5935,SS-020486-PV1,Control,0.0
2026-01-31,2403,SS-023655-PV1,Control,0.0
2026-01-31,2403,SS-026968-PV1,Control,0.0
2026-01-31,5935,SS-006631-PV1,Control,0.0
2026-01-31,1413,SS-001335-PV1,Control,0.0
2026-01-31,5935,SS-020489-PV1,Control,0.0
2026-01-31,5990,SS-033203-PV1,Control,0.0
2026-01-31,2403,SS-003637-PV1,Control,0.0
2026-01-31,2403,SS-004265-PV1,Control,0.0
2026-01-31,5935,SS-020487-PV1,Control,0.0
2026-01-31,1719,SS-028267-PV1,Control,0.0
2026-01-31,1413,SS-025733-PV1,Control,0.0
2026-01-31,2965,SS-017670-PV1,Control,0.0
2026-01-31,2965,SS-017672-PV1,Control,0.0
2026-01-31,2965,SS-005964-PV1,Control,0.0
2026-01-31,5990,SS-033886-PV1,Control,0.0
2026-01-31,2965,SS-019423-PV1,Control,0.0
2026-01-31,5990,SS-033887-PV1,Control,0.0
2026-01-31,1719,SS-012627-PV1,Control,0.0
2026-01-31,2403,SS-012391-PV1,Control,0.0
2026-01-31,2403,SS-001823-PV1,Control,0.0
2026-01-31,5935,SS-020488-PV1,Control,0.0
2026-01-31,2965,SS-026596-PV1,Control,0.0
2026-01-31,2403,SS-018022-PV1,Control,0.0
2026-01-31,1719,SS-012257-PV1,Control,0.0
2026-01-31,2965,SS-017669-PV1,Control,0.0
2026-01-31,1413,SS-025310-PV1,Control,0.0
2026-01-31,1413,SS-025732-PV1,Control,0.0
2026-01-31,2965,SS-022878-PV1,Control,0.0
2026-01-31,1413,SS-025731-PV1,Control,0.0
2026-01-31,1413,SS-025309-PV1,Control,0.0
2026-01-31,1413,SS-025730-PV1,Control,0.0
2026-01-31,5935,SS-020490-PV1,Control,0.0
2026-01-31,1719,SS-012628-PV1,Control,0.0
2026-01-31,2965,SS-019424-PV1,Control,0.0
2026-01-31,2403,SS-018021-PV1,Control,0.0
2026-01-31,1719,SS-012630-PV1,Control,0.0
2026-01-31,5990,SS-033889-PV1,Control,0.0
