iamfloc,bundle_id,seg_length_m,segment_length_km,sfh_addr_count
SS-024956-PV1,5290.0,154.68428498564856,0.15468428498564857,13.0
SS-006519-PV1,5179.0,79.54131151086776,0.07954131151086775,2.0
SS-004691-PV1,5276.0,56.62476208473311,0.05662476208473311,4.0
SS-022787-PV1,895.0,75.27267667973906,0.07527267667973907,5.0
SS-005337-PV1,3204.0,45.11908182735026,0.045119081827350256,7.0
SS-019784-PV1,1288.0,141.7576351416162,0.14175763514161618,11.0
SS-010773-PV1,371.0,236.73705578264608,0.2367370557826461,20.0
SS-015877-PV1,5919.0,307.1964340593389,0.3071964340593389,22.0
SS-014799-PV1,5565.0,66.02438660299995,0.06602438660299996,3.0
SS-012449-PV1,3062.0,82.18421234806476,0.08218421234806476,3.0
SS-028401-PV1,5467.0,104.81102017872803,0.10481102017872802,2.0
SS-018666-PV1,6011.0,178.0897111593281,0.1780897111593281,12.0
SS-020824-PV1,730.0,58.514720625913704,0.0585147206259137,2.0
SS-011082-PV1,5647.0,194.18672289352557,0.19418672289352557,15.0
SS-005417-PV1,3427.0,75.81950683899996,0.07581950683899996,3.0
SS-016113-PV1,44.0,53.56904800153881,0.05356904800153881,8.0
SS-024864-PV1,1933.0,67.46020772165447,0.06746020772165447,3.0
SS-021024-PV1,911.0,104.94680226147895,0.10494680226147896,10.0
SS-020736-PV1,5809.0,321.296575366853,0.321296575366853,35.0
SS-018766-PV1,1625.0,227.61082855367525,0.22761082855367526,23.0
SS-030878-PV1,3574.0,50.44960623889657,0.05044960623889657,3.0
SS-011289-PV1,1977.0,49.53476991253305,0.04953476991253305,3.0
SS-007367-PV1,5106.0,220.16782851318786,0.22016782851318786,20.0
SS-002536-PV1,1467.0,81.14656685120842,0.08114656685120841,3.0
SS-005102-PV1,3575.0,143.68561843680206,0.14368561843680205,13.0
SS-005661-PV1,1909.0,38.416862183380914,0.03841686218338091,4.0
SS-027992-PV1,5334.0,396.7122209238105,0.3967122209238105,34.0
SS-029237-PV1,1718.0,86.8480004937201,0.08684800049372009,3.0
SS-026578-PV1,5172.0,456.0132685082548,0.4560132685082548,46.0
SS-011049-PV1,3589.0,84.6977489818369,0.08469774898183689,3.0
SS-016637-PV1,3025.0,80.8347588552424,0.0808347588552424,5.0
SS-004371-PV1,5898.0,67.47723843957728,0.06747723843957727,4.0
SS-033363-PV1,3458.0,77.47340833164293,0.07747340833164293,4.0
SS-007431-PV1,538.0,83.24211704962218,0.08324211704962219,3.0
SS-027736-PV1,5285.0,184.0490713634045,0.18404907136340448,19.0
SS-013686-PV1,5208.0,85.66068875730389,0.08566068875730388,2.0
SS-003137-PV1,2065.0,152.9724187880706,0.1529724187880706,13.0
SS-001263-PV1,5963.0,133.78769772038763,0.13378769772038762,4.0
SS-000629-PV1,5813.0,116.71037503804783,0.11671037503804783,12.0
SS-003544-PV1,5229.0,103.64527491646967,0.10364527491646967,9.0
SS-027294-PV1,5731.0,116.3901994576533,0.11639019945765329,8.0
SS-016106-PV1,5549.0,159.2679437669153,0.1592679437669153,19.0
SS-028837-PV1,5254.0,83.1160746835183,0.08311607468351831,2.0
SS-009939-PV1,5932.0,180.89082974783196,0.18089082974783197,4.0
SS-009709-PV1,3534.0,56.97469703713191,0.05697469703713191,3.0
SS-023499-PV1,3056.0,157.86821669533117,0.15786821669533116,15.0
SS-028956-PV1,5499.0,145.71116584862784,0.14571116584862784,7.0
SS-010680-PV1,5165.0,105.52366958146277,0.10552366958146277,3.0
SS-005268-PV1,5126.0,105.74829325204567,0.10574829325204567,5.0
SS-013392-PV1,5995.0,126.36256057431814,0.12636256057431813,8.0
SS-002598-PV1,5562.0,84.11128254734211,0.08411128254734211,5.0
SS-028087-PV1,1440.0,111.20067420932844,0.11120067420932844,10.0
SS-010351-PV1,5050.0,117.80196396576702,0.11780196396576702,9.0
SS-006953-PV1,5540.0,57.772176740218626,0.057772176740218624,4.0
SS-027939-PV1,1117.0,53.98347543142154,0.05398347543142154,7.0
SS-019498-PV1,3382.0,163.96820972219217,0.16396820972219217,21.0
SS-013328-PV1,3216.0,96.16549684192142,0.09616549684192142,6.0
SS-029571-PV1,2975.0,78.71967348372362,0.07871967348372362,3.0
SS-003835-PV1,5578.0,377.391758599469,0.377391758599469,34.0
SS-008929-PV1,5204.0,102.67001009301515,0.10267001009301516,3.0
SS-021966-PV1,5627.0,82.99609280317925,0.08299609280317925,4.0
SS-026822-PV1,3537.0,108.35119181848846,0.10835119181848846,7.0
SS-019378-PV1,5383.0,75.25696549845304,0.07525696549845304,4.0
SS-025119-PV1,3631.0,411.96144906597357,0.4119614490659736,33.0
SS-011019-PV1,3147.0,462.11926621567716,0.46211926621567717,25.0
SS-018694-PV1,5205.0,51.58457155459333,0.05158457155459333,4.0
SS-003789-PV1,5843.0,80.15192334456424,0.08015192334456424,5.0
SS-028985-PV1,1631.0,200.8213531097656,0.2008213531097656,22.0
SS-017642-PV1,3421.0,108.48646334956736,0.10848646334956735,5.0
SS-006866-PV1,3061.0,102.21324240403774,0.10221324240403774,7.0
SS-015315-PV1,2995.0,451.6869652358465,0.4516869652358465,43.0
SS-004252-PV1,5442.0,109.7070392322474,0.1097070392322474,7.0
SS-030125-PV1,3249.0,159.17341058832693,0.15917341058832693,3.0
SS-021334-PV1,3636.0,659.0753950528116,0.6590753950528115,70.0
SS-017047-PV1,5352.0,81.7847873684417,0.08178478736844169,5.0
SS-002429-PV1,802.0,206.6848010836137,0.2066848010836137,20.0
SS-024341-PV1,5463.0,70.38654857755948,0.07038654857755948,3.0
SS-026469-PV1,5830.0,208.4560502796034,0.2084560502796034,17.0
SS-018235-PV1,922.0,106.42579014016502,0.10642579014016502,20.0
SS-005328-PV1,3211.0,146.03633989663226,0.14603633989663226,19.0
SS-022859-PV1,3358.0,119.83472717739917,0.11983472717739917,9.0
SS-017674-PV1,1100.0,238.74179770591306,0.23874179770591306,22.0
SS-001150-PV1,3563.0,155.38586634514695,0.15538586634514695,14.0
SS-019345-PV1,5660.0,253.60799004339728,0.2536079900433973,28.0
SS-013858-PV1,2227.0,87.31794940754774,0.08731794940754774,9.0
SS-006319-PV1,5254.0,84.25581947275052,0.08425581947275051,2.0
SS-005021-PV1,208.0,206.3180545207154,0.20631805452071542,19.0
SS-004801-PV1,3532.0,84.18688728809992,0.08418688728809992,6.0
SS-026123-PV1,720.0,54.173267289493225,0.054173267289493225,7.0
SS-014708-PV1,3437.0,96.56071898808045,0.09656071898808045,6.0
SS-026884-PV1,3575.0,126.324294600782,0.12632429460078198,12.0
SS-017786-PV1,3620.0,111.8056685432143,0.11180566854321429,9.0
SS-008720-PV1,1990.0,94.07753593611076,0.09407753593611076,7.0
SS-021907-PV1,1928.0,59.21734114674363,0.05921734114674363,5.0
SS-012300-PV1,3252.0,91.63449990523688,0.09163449990523688,8.0
SS-028025-PV1,5040.0,167.13943302677885,0.16713943302677883,6.0
SS-008309-PV1,3177.0,274.1033249602332,0.2741033249602332,12.0
SS-022303-PV1,71.0,96.9501166598376,0.0969501166598376,6.0
SS-021358-PV1,2262.0,389.54833098933375,0.3895483309893337,11.0
SS-024245-PV1,3131.0,115.71758566503829,0.11571758566503829,4.0
SS-001223-PV1,3571.0,81.32771438793662,0.08132771438793662,7.0
SS-016230-PV1,2972.0,168.89878157904286,0.16889878157904287,18.0
SS-013097-PV1,5183.0,224.73676235647028,0.22473676235647028,27.0
SS-008373-PV1,5922.0,101.58211803359173,0.10158211803359173,15.0
SS-001285-PV1,1967.0,199.94263383450837,0.19994263383450836,8.0
SS-027365-PV1,2269.0,421.17349121548955,0.4211734912154895,37.0
SS-002084-PV1,1435.0,96.61423627976606,0.09661423627976606,9.0
SS-015022-PV1,32.0,82.30274299106038,0.08230274299106038,2.0
SS-001665-PV1,5261.0,75.58727200511849,0.07558727200511849,2.0
SS-026374-PV1,3585.0,77.40675565841858,0.07740675565841858,7.0
SS-022822-PV1,3351.0,289.2934205689679,0.2892934205689679,19.0
SS-013195-PV1,5754.0,83.18284584555445,0.08318284584555445,4.0
SS-009753-PV1,2278.0,290.373556277731,0.290373556277731,9.0
SS-011369-PV1,3045.0,171.4446452963802,0.1714446452963802,19.0
SS-035482-PV1,3510.0,83.99222579200827,0.08399222579200827,4.0
SS-015678-PV1,5998.0,100.57599996855825,0.10057599996855825,3.0
SS-013179-PV1,2993.0,231.82212152154938,0.23182212152154938,19.0
SS-029525-PV1,5418.0,140.90753234377596,0.14090753234377595,2.0
SS-011839-PV1,536.0,50.580044468288136,0.050580044468288135,2.0
SS-000539-PV1,5238.0,118.52024252416035,0.11852024252416035,4.0
SS-031979-PV1,3089.0,199.21935911371415,0.19921935911371416,15.0
SS-023803-PV1,2090.0,97.35872439633405,0.09735872439633406,8.0
SS-023174-PV1,5874.0,382.8886307464793,0.3828886307464793,26.0
SS-019371-PV1,5976.0,242.71031541331087,0.24271031541331087,22.0
SS-027000-PV1,5221.0,80.13588623623455,0.08013588623623455,5.0
SS-005578-PV1,3088.0,70.95131031202521,0.07095131031202521,3.0
SS-012072-PV1,349.0,123.02724004275339,0.1230272400427534,8.0
SS-012396-PV1,1088.0,279.780192263816,0.279780192263816,20.0
SS-013431-PV1,3371.0,82.4640835140306,0.0824640835140306,8.0
SS-026499-PV1,1133.0,393.3573547134464,0.3933573547134464,4.0
SS-005029-PV1,3619.0,52.71670590566225,0.05271670590566225,2.0
SS-030187-PV1,871.0,327.31400669208716,0.32731400669208716,36.0
SS-008936-PV1,1149.0,98.47060314447272,0.09847060314447272,4.0
SS-027981-PV1,1030.0,201.4029055361998,0.2014029055361998,19.0
SS-011186-PV1,901.0,75.58406225289251,0.0755840622528925,3.0
SS-010612-PV1,2296.0,51.32877298853895,0.051328772988538954,3.0
SS-019804-PV1,3266.0,74.95822891685086,0.07495822891685086,7.0
SS-013710-PV1,5836.0,74.20703128824778,0.07420703128824778,5.0
SS-017004-PV1,1308.0,221.93923775832357,0.22193923775832358,22.0
SS-019488-PV1,3491.0,81.49773841352352,0.08149773841352352,6.0
SS-002390-PV1,3040.0,166.59297744177462,0.16659297744177462,15.0
SS-000636-PV1,3652.0,118.55049568595005,0.11855049568595005,6.0
SS-021618-PV1,5832.0,200.72878369913167,0.20072878369913166,15.0
SS-009855-PV1,6013.0,115.77786211613244,0.11577786211613245,5.0
SS-021513-PV1,3445.0,85.27242616831566,0.08527242616831567,10.0
SS-008226-PV1,2981.0,119.82408094940772,0.11982408094940772,19.0
SS-015066-PV1,5439.0,230.042714150897,0.230042714150897,20.0
SS-001879-PV1,5241.0,133.99331218010877,0.13399331218010876,21.0
SS-007338-PV1,711.0,204.80506181462505,0.20480506181462504,19.0
SS-003996-PV1,792.0,313.9982488141721,0.3139982488141721,33.0
SS-022263-PV1,2315.0,122.40140676068508,0.12240140676068507,13.0
SS-020054-PV1,1833.0,76.00921178448448,0.07600921178448448,5.0
SS-002846-PV1,5216.0,68.16014782512202,0.06816014782512203,3.0
SS-017962-PV1,5147.0,68.5560018224104,0.0685560018224104,4.0
SS-006569-PV1,5563.0,210.31135310691965,0.21031135310691965,17.0
SS-015695-PV1,3579.0,174.82234297870048,0.17482234297870047,11.0
SS-004116-PV1,363.0,161.60433622682226,0.16160433622682224,15.0
SS-022438-PV1,5975.0,166.87033035600965,0.16687033035600965,12.0
SS-007538-PV1,5244.0,81.0639086152466,0.08106390861524661,3.0
SS-012173-PV1,3546.0,79.22590058264295,0.07922590058264295,4.0
SS-015225-PV1,1223.0,72.8706414937207,0.0728706414937207,4.0
SS-012694-PV1,3289.0,65.30292435071432,0.06530292435071432,3.0
SS-021694-PV1,5280.0,445.7577036104051,0.44575770361040506,28.0
SS-003930-PV1,5207.0,239.78062905273234,0.23978062905273234,24.0
SS-005878-PV1,5358.0,101.59237910326753,0.10159237910326753,6.0
SS-015311-PV1,5873.0,52.80678871772564,0.052806788717725636,6.0
SS-018754-PV1,3288.0,39.61283645956476,0.03961283645956476,3.0
SS-025851-PV1,5430.0,164.17089938927137,0.16417089938927137,13.0
SS-017983-PV1,1471.0,81.54078724218203,0.08154078724218203,15.0
SS-022796-PV1,3206.0,75.92567735571735,0.07592567735571736,2.0
SS-018088-PV1,5694.0,159.66844980572034,0.15966844980572034,13.0
SS-005666-PV1,5823.0,154.01026447937122,0.15401026447937122,8.0
SS-022244-PV1,3216.0,52.555144096831235,0.052555144096831236,3.0
SS-019520-PV1,3063.0,88.85103727147973,0.08885103727147972,5.0
SS-022710-PV1,3009.0,103.79320140687562,0.10379320140687562,3.0
SS-016046-PV1,5547.0,411.7603488253973,0.41176034882539725,55.0
SS-008641-PV1,2353.0,148.3798860488707,0.1483798860488707,15.0
SS-030858-PV1,5509.0,86.54912828057526,0.08654912828057526,4.0
SS-000836-PV1,6008.0,198.6785197975821,0.1986785197975821,20.0
SS-020221-PV1,5425.0,51.13341907951526,0.051133419079515255,4.0
SS-025965-PV1,1573.0,47.390961958858746,0.047390961958858745,4.0
SS-029487-PV1,1500.0,118.82599038485768,0.11882599038485768,7.0
SS-030190-PV1,3291.0,215.46240465355288,0.21546240465355287,18.0
SS-024732-PV1,1451.0,211.60020579623338,0.21160020579623337,16.0
SS-011987-PV1,5313.0,41.746345093843495,0.04174634509384349,2.0
SS-020570-PV1,5588.0,79.2225364467618,0.07922253644676179,4.0
SS-021094-PV1,5989.0,95.76997982925236,0.09576997982925237,7.0
SS-026452-PV1,1034.0,91.41110056333218,0.09141110056333218,5.0
SS-017102-PV1,5928.0,114.45455815310946,0.11445455815310945,6.0
SS-007623-PV1,6008.0,104.51624854650697,0.10451624854650697,5.0
SS-014657-PV1,592.0,72.12308858573081,0.07212308858573081,4.0
SS-029218-PV1,197.0,90.72630954271128,0.09072630954271128,6.0
SS-018572-PV1,5050.0,2003.0097340124653,2.003009734012465,4.0
SS-030175-PV1,2993.0,71.97082628926074,0.07197082628926074,3.0
SS-025042-PV1,2378.0,81.98280288368439,0.08198280288368438,12.0
SS-014642-PV1,42.0,189.57781863160835,0.18957781863160836,19.0
SS-021760-PV1,5721.0,76.16718394110218,0.07616718394110218,5.0
SS-008773-PV1,5775.0,388.141891530128,0.388141891530128,43.0
SS-002190-PV1,1467.0,49.51066403041929,0.049510664030419295,6.0
SS-009382-PV1,5768.0,146.00022701724276,0.14600022701724277,12.0
SS-017040-PV1,2393.0,83.84235543975748,0.08384235543975749,4.0
SS-015574-PV1,5634.0,156.71514502875033,0.15671514502875034,9.0
SS-010302-PV1,485.0,184.37095230282645,0.18437095230282646,16.0
SS-004456-PV1,5985.0,70.38347365305724,0.07038347365305724,6.0
SS-026970-PV1,5506.0,129.01821674397075,0.12901821674397077,9.0
SS-023058-PV1,3009.0,106.3006983930861,0.10630069839308609,5.0
SS-008625-PV1,1057.0,116.40070855298383,0.11640070855298383,9.0
SS-003575-PV1,1656.0,137.00784938507186,0.13700784938507188,15.0
SS-010148-PV1,5420.0,96.52142145702086,0.09652142145702086,7.0
SS-022373-PV1,1722.0,170.36205732655128,0.17036205732655127,4.0
SS-007032-PV1,5218.0,98.10953107303739,0.09810953107303738,8.0
SS-021257-PV1,2414.0,77.28528667874204,0.07728528667874204,4.0
SS-028222-PV1,3590.0,107.24646575903273,0.10724646575903272,13.0
SS-024765-PV1,3660.0,27.42071734772368,0.02742071734772368,4.0
SS-003444-PV1,5143.0,110.3683346544652,0.1103683346544652,16.0
SS-022242-PV1,3216.0,77.35995948802058,0.07735995948802057,4.0
SS-026516-PV1,5087.0,103.18021779339108,0.10318021779339108,6.0
SS-013130-PV1,2423.0,139.55147580392253,0.13955147580392252,10.0
SS-009123-PV1,5971.0,74.84832359919767,0.07484832359919767,5.0
SS-017655-PV1,290.0,92.03373988241538,0.09203373988241538,4.0
SS-017291-PV1,2137.0,78.30234856754828,0.07830234856754828,6.0
SS-001521-PV1,1762.0,77.0887052746245,0.0770887052746245,4.0
SS-011006-PV1,5980.0,115.92157100535312,0.11592157100535312,7.0
SS-021971-PV1,3141.0,81.11192886443224,0.08111192886443225,3.0
SS-013188-PV1,5676.0,89.89331380177829,0.08989331380177829,4.0
SS-004918-PV1,3044.0,158.44856623041278,0.15844856623041279,14.0
SS-007409-PV1,1734.0,105.37501242225588,0.10537501242225587,10.0
SS-021290-PV1,5449.0,213.42189301907575,0.21342189301907574,17.0
SS-004041-PV1,5978.0,44.06058977909042,0.04406058977909042,6.0
SS-019994-PV1,1989.0,26.959181075736097,0.026959181075736097,6.0
SS-028349-PV1,5107.0,163.1117887586075,0.1631117887586075,5.0
SS-016992-PV1,5485.0,96.20966998642729,0.09620966998642728,8.0
SS-026946-PV1,1187.0,251.55546723734125,0.25155546723734123,22.0
SS-001898-PV1,2422.0,56.85895596027548,0.05685895596027548,3.0
SS-008172-PV1,2232.0,212.91594220550323,0.21291594220550322,19.0
SS-029072-PV1,5652.0,147.44854955617438,0.1474485495561744,18.0
SS-028324-PV1,774.0,114.13832111755124,0.11413832111755125,9.0
SS-030526-PV1,2433.0,272.1600928329992,0.27216009283299925,25.0
SS-021268-PV1,3228.0,83.69801516848848,0.08369801516848849,6.0
SS-020500-PV1,5040.0,175.56256433687324,0.17556256433687323,8.0
SS-002427-PV1,3246.0,121.39631147404077,0.12139631147404077,12.0
SS-018746-PV1,3370.0,76.20094256950486,0.07620094256950485,5.0
SS-025191-PV1,3089.0,384.76862152768246,0.38476862152768243,16.0
SS-025088-PV1,5803.0,398.11006386182225,0.39811006386182224,37.0
SS-002017-PV1,2999.0,258.75078582908566,0.25875078582908567,24.0
SS-012864-PV1,3544.0,74.7728659650919,0.07477286596509189,5.0
SS-010388-PV1,5532.0,218.61250147091175,0.21861250147091174,19.0
SS-021807-PV1,5261.0,270.2039278146823,0.2702039278146823,21.0
SS-010116-PV1,3236.0,134.97654229529178,0.13497654229529177,11.0
SS-002059-PV1,3228.0,95.95602371070547,0.09595602371070547,6.0
SS-025091-PV1,2978.0,75.27672457575954,0.07527672457575954,2.0
SS-030853-PV1,5509.0,193.93042408243684,0.19393042408243685,17.0
SS-020468-PV1,5983.0,119.45221118362596,0.11945221118362596,3.0
SS-015922-PV1,5614.0,108.1109030191727,0.1081109030191727,7.0
SS-002813-PV1,2960.0,206.9840575252565,0.2069840575252565,20.0
SS-023111-PV1,5076.0,243.889020464754,0.243889020464754,21.0
SS-016094-PV1,6.0,53.095721351694536,0.05309572135169453,8.0
SS-013189-PV1,1861.0,88.37600973582441,0.0883760097358244,6.0
SS-017149-PV1,2110.0,115.47377440484752,0.11547377440484752,4.0
SS-022712-PV1,39.0,96.68150845784133,0.09668150845784133,2.0
SS-016592-PV1,356.0,107.2517447560151,0.1072517447560151,4.0
SS-000929-PV1,758.0,206.274273250881,0.20627427325088102,27.0
SS-030865-PV1,3675.0,168.2408607106249,0.1682408607106249,9.0
SS-022971-PV1,2446.0,443.77597906915474,0.4437759790691547,51.0
SS-010990-PV1,6008.0,198.68389891252355,0.19868389891252355,20.0
SS-005479-PV1,3213.0,32.18152592702058,0.03218152592702058,5.0
SS-010088-PV1,1132.0,55.16832068327404,0.05516832068327404,5.0
SS-019705-PV1,3384.0,330.2643837359111,0.3302643837359111,30.0
SS-019274-PV1,278.0,113.93780102043462,0.11393780102043462,9.0
SS-010110-PV1,5204.0,204.50089219786983,0.20450089219786982,8.0
SS-019332-PV1,5914.0,160.47040168197248,0.16047040168197246,8.0
SS-015786-PV1,3650.0,369.9837098770991,0.3699837098770991,28.0
SS-025096-PV1,23.0,158.31541779548573,0.15831541779548572,3.0
SS-012691-PV1,3289.0,59.84351363637005,0.05984351363637005,4.0
SS-005347-PV1,5952.0,86.75178907128011,0.08675178907128012,7.0
SS-022663-PV1,5314.0,75.46572780437089,0.07546572780437089,4.0
SS-028614-PV1,3269.0,77.08541268692402,0.07708541268692401,7.0
SS-034977-PV1,5491.0,422.4691786474115,0.4224691786474115,11.0
SS-019195-PV1,293.0,39.06823106166495,0.03906823106166495,6.0
SS-011956-PV1,5801.0,77.70906811743856,0.07770906811743857,5.0
SS-017165-PV1,5714.0,89.58866657907811,0.0895886665790781,3.0
SS-029246-PV1,5501.0,81.41114001066528,0.08141114001066528,7.0
SS-011770-PV1,1734.0,61.19668877196705,0.061196688771967045,9.0
SS-012887-PV1,849.0,139.45787171216924,0.13945787171216922,14.0
SS-002334-PV1,3654.0,88.26786681883407,0.08826786681883407,9.0
SS-023402-PV1,1113.0,94.52163446205705,0.09452163446205705,4.0
SS-010702-PV1,2253.0,155.92486911556358,0.15592486911556358,11.0
SS-026415-PV1,1578.0,103.9038331551143,0.1039038331551143,2.0
SS-015793-PV1,5163.0,194.00611043484236,0.19400611043484237,15.0
SS-027038-PV1,3085.0,73.41564928371162,0.07341564928371161,5.0
SS-025629-PV1,2957.0,126.30537994396094,0.12630537994396093,13.0
SS-000045-PV1,2302.0,116.08355205379729,0.11608355205379729,11.0
SS-012388-PV1,2405.0,291.87550215636077,0.29187550215636077,10.0
SS-006155-PV1,2046.0,55.16572865826355,0.05516572865826355,3.0
SS-016368-PV1,3620.0,114.99826766971907,0.11499826766971907,8.0
SS-027040-PV1,5246.0,81.19451605010923,0.08119451605010923,8.0
SS-014339-PV1,3233.0,193.5368132341894,0.1935368132341894,17.0
SS-015063-PV1,5439.0,41.33335405333346,0.04133335405333346,6.0
SS-018133-PV1,1246.0,73.62473563892085,0.07362473563892086,5.0
SS-009373-PV1,2456.0,61.997044489704855,0.061997044489704854,2.0
SS-009528-PV1,5258.0,80.89783082752217,0.08089783082752217,7.0
SS-017421-PV1,5045.0,85.6228026176161,0.08562280261761611,5.0
SS-009608-PV1,3415.0,75.25584210461307,0.07525584210461307,6.0
SS-014436-PV1,1644.0,136.17042702144124,0.13617042702144125,3.0
SS-027405-PV1,5528.0,63.9888351586954,0.0639888351586954,7.0
SS-014421-PV1,5035.0,85.64170403977151,0.0856417040397715,4.0
SS-023835-PV1,734.0,59.503365905280134,0.05950336590528013,6.0
SS-033258-PV1,3150.0,201.6311118715971,0.2016311118715971,5.0
SS-018039-PV1,5368.0,62.76744165457642,0.06276744165457643,4.0
SS-031307-PV1,1972.0,97.39885390826845,0.09739885390826845,3.0
SS-000606-PV1,3652.0,118.51957045173484,0.11851957045173483,3.0
SS-023929-PV1,5946.0,349.1508031399005,0.34915080313990055,27.0
SS-001891-PV1,5481.0,171.4288987255426,0.17142889872554262,15.0
SS-023180-PV1,5292.0,296.3244756367491,0.29632447563674913,23.0
SS-017552-PV1,2963.0,184.61160002982007,0.18461160002982008,14.0
SS-018041-PV1,5711.0,61.803402963888686,0.061803402963888684,5.0
SS-017961-PV1,2460.0,100.66308543010189,0.10066308543010188,4.0
SS-008630-PV1,5113.0,104.82442368614286,0.10482442368614286,7.0
SS-028819-PV1,5555.0,85.0766965321365,0.0850766965321365,5.0
