date,bundle_id,segment_id,dh_arm,treated_share
2026-03-28,1319,SS-023504-PV1,Partial,0.5
2026-03-28,1319,SS-023506-PV1,Control,0.0
2026-03-28,1319,SS-003627-PV1,Control,0.0
2026-03-28,1319,SS-023508-PV1,Full,1.0
2026-03-28,1319,SS-023505-PV1,Control,0.0
2026-03-28,1319,SS-001621-PV1,Control,0.0
2026-03-28,1319,SS-002741-PV1,Control,0.0
2026-03-28,1319,SS-023507-PV1,Full,1.0
2026-03-28,1319,SS-016275-PV1,Partial,0.5
2026-03-28,1865,SS-008203-PV1,Partial,0.5
2026-03-28,1865,SS-008202-PV1,Control,0.0
2026-03-28,1865,SS-008200-PV1,Control,0.0
2026-03-28,1865,SS-013631-PV1,Control,0.0
2026-03-28,1865,SS-012168-PV1,Partial,0.5
2026-03-28,1865,SS-020661-PV1,Full,1.0
2026-03-28,1865,SS-012166-PV1,Control,0.0
2026-03-28,1865,SS-005155-PV1,Full,1.0
2026-03-28,1865,SS-022642-PV1,Control,0.0
2026-03-28,1865,SS-013632-PV1,Control,0.0
2026-03-28,1865,SS-028313-PV1,Control,0.0
2026-03-28,1865,SS-029223-PV1,Partial,0.5
2026-03-28,1865,SS-008201-PV1,Control,0.0
2026-03-28,5474,SS-009519-PV1,Control,0.0
2026-03-28,5474,SS-008486-PV1,Control,0.0
2026-03-28,5474,SS-007413-PV1,Full,1.0
2026-03-28,5474,SS-008479-PV1,Partial,0.5
2026-03-28,5474,SS-008480-PV1,Full,1.0
2026-03-28,5474,SS-022062-PV1,Full,1.0
2026-03-28,5474,SS-005059-PV1,Control,0.0
2026-03-28,5474,SS-007012-PV1,Control,0.0
2026-03-28,5474,SS-009520-PV1,Control,0.0
2026-03-28,5474,SS-007013-PV1,Partial,0.5
2026-03-28,5474,SS-022064-PV1,Partial,0.5
2026-03-28,5474,SS-007412-PV1,Partial,0.5
2026-03-28,5040,SS-028025-PV1,Full,1.0
2026-03-28,5040,SS-020500-PV1,Full,1.0
2026-03-28,5040,SS-013456-PV1,Partial,0.5
2026-03-28,5040,SS-020501-PV1,Full,1.0
2026-03-28,5040,SS-013455-PV1,Control,0.0
2026-03-28,5040,SS-021523-PV1,Partial,0.5
2026-03-28,5040,SS-028029-PV1,Control,0.0
2026-03-28,5040,SS-004468-PV1,Control,0.0
2026-03-28,5040,SS-004469-PV1,Partial,0.5
2026-03-28,5040,SS-028026-PV1,Control,0.0
2026-03-28,5040,SS-010706-PV1,Control,0.0
2026-03-28,5040,SS-014336-PV1,Partial,0.5
2026-03-28,5040,SS-028027-PV1,Partial,0.5
2026-03-28,5040,SS-028028-PV1,Control,0.0
2026-03-28,5040,SS-021522-PV1,Full,1.0
2026-03-28,5040,SS-013454-PV1,Full,1.0
2026-03-28,1709,SS-003386-PV1,Full,1.0
2026-03-28,1709,SS-016623-PV1,Control,0.0
2026-03-28,1709,SS-003387-PV1,Control,0.0
2026-03-28,1709,SS-003388-PV1,Control,0.0
2026-03-28,1709,SS-016624-PV1,Control,0.0
2026-03-28,1709,SS-016628-PV1,Partial,0.5
2026-03-28,2393,SS-017040-PV1,Control,0.0
2026-03-28,2393,SS-020244-PV1,Full,1.0
2026-03-28,2393,SS-017039-PV1,Full,1.0
2026-03-28,2393,SS-021208-PV1,Control,0.0
2026-03-28,2393,SS-020242-PV1,Partial,0.5
2026-03-28,2393,SS-025624-PV1,Control,0.0
2026-03-28,2393,SS-021214-PV1,Control,0.0
