date,bundle_id,segment_id,dh_arm,treated_share
2026-07-25,5491,SS-034977-PV1,Partial,0.5
2026-07-25,5491,SS-035353-PV1,Control,0.0
2026-07-25,5491,SS-033660-PV1,Control,0.0
2026-07-25,5491,SS-033658-PV1,Full,1.0
2026-07-25,5491,SS-033659-PV1,Control,0.0
2026-07-25,5689,SS-028886-PV1,Control,0.0
2026-07-25,5689,SS-024691-PV1,Control,0.0
2026-07-25,5689,SS-005622-PV1,Full,1.0
2026-07-25,5689,SS-005621-PV1,Partial,0.5
2026-07-25,5689,SS-005620-PV1,Partial,0.5
2026-07-25,5959,SS-005261-PV1,Control,0.0
2026-07-25,5959,SS-002354-PV1,Control,0.0
2026-07-25,5959,SS-002355-PV1,Control,0.0
2026-07-25,5959,SS-002356-PV1,Partial,0.5
2026-07-25,3491,SS-013833-PV1,Full,1.0
2026-07-25,3491,SS-019488-PV1,Control,0.0
2026-07-25,3491,SS-004492-PV1,Full,1.0
2026-07-25,3491,SS-004493-PV1,Control,0.0
2026-07-25,3491,SS-019490-PV1,Control,0.0
2026-07-25,3491,SS-023002-PV1,Control,0.0
2026-07-25,3491,SS-017709-PV1,Partial,0.5
2026-07-25,3491,SS-019489-PV1,Control,0.0
2026-07-25,3491,SS-013515-PV1,Control,0.0
2026-07-25,3491,SS-022995-PV1,Control,0.0
2026-07-25,3491,SS-007400-PV1,Full,1.0
2026-07-25,3491,SS-028210-PV1,Partial,0.5
2026-07-25,3491,SS-023003-PV1,Full,1.0
2026-07-25,5785,SS-005577-PV1,Full,1.0
2026-07-25,5785,SS-028565-PV1,Control,0.0
2026-07-25,5785,SS-028567-PV1,Control,0.0
2026-07-25,5785,SS-005434-PV1,Control,0.0
2026-07-25,5785,SS-005443-PV1,Partial,0.5
2026-07-25,5785,SS-006660-PV1,Partial,0.5
2026-07-25,5785,SS-005640-PV1,Partial,0.5
2026-07-25,5785,SS-028566-PV1,Full,1.0
2026-07-25,5785,SS-005576-PV1,Full,1.0
2026-07-25,5785,SS-005641-PV1,Partial,0.5
2026-07-25,2417,SS-021255-PV1,Full,1.0
2026-07-25,2417,SS-021252-PV1,Control,0.0
2026-07-25,2417,SS-021251-PV1,Partial,0.5
2026-07-25,2417,SS-021256-PV1,Control,0.0
2026-07-25,2417,SS-021253-PV1,Control,0.0
