date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2025-10-24,A,D2DS,3069,30,2
2025-10-24,B,D2DS,2045,30,112
2025-10-24,C,D2DS,3073,30,21
2025-10-24,D,D2DS,3167,30,29
2025-10-24,A,DH,2516,30,54
2025-10-24,B,DH,3757,30,27
2025-10-24,C,DH,2526,30,48
2025-10-24,D,DH,2513,30,473
