date,bundle_id,segment_id,dh_arm,treated_share
2026-01-24,1440,SS-001732-PV1,Control,0.0
2026-01-24,1440,SS-028087-PV1,Control,0.0
2026-01-24,5463,SS-024341-PV1,Control,0.0
2026-01-24,2404,SS-026961-PV1,Control,0.0
2026-01-24,3439,SS-006486-PV1,Control,0.0
2026-01-24,5817,SS-021141-PV1,Control,0.0
2026-01-24,2404,SS-018846-PV1,Partial,0.5
2026-01-24,5463,SS-006713-PV1,Control,0.0
2026-01-24,5463,SS-023664-PV1,Control,0.0
2026-01-24,1440,SS-001731-PV1,Control,0.0
2026-01-24,5463,SS-002301-PV1,Control,0.0
2026-01-24,5817,SS-008177-PV1,Control,0.0
2026-01-24,5463,SS-024342-PV1,Control,0.0
2026-01-24,5463,SS-016310-PV1,Control,0.0
2026-01-24,3439,SS-022281-PV1,Control,0.0
2026-01-24,3439,SS-022267-PV1,Control,0.0
2026-01-24,1440,SS-004247-PV1,Control,0.0
2026-01-24,2404,SS-026960-PV1,Control,0.0
2026-01-24,1440,SS-002106-PV1,Control,0.0
2026-01-24,5552,SS-017852-PV1,Partial,0.5
2026-01-24,5817,SS-008176-PV1,Control,0.0
2026-01-24,5463,SS-002300-PV1,Control,0.0
2026-01-24,5817,SS-013800-PV1,Control,0.0
2026-01-24,5817,SS-030178-PV1,Control,0.0
2026-01-24,5463,SS-023665-PV1,Control,0.0
2026-01-24,1440,SS-030338-PV1,Control,0.0
2026-01-24,1440,SS-027394-PV1,Control,0.0
2026-01-24,5552,SS-019048-PV1,Control,0.0
2026-01-24,1440,SS-017113-PV1,Control,0.0
2026-01-24,1440,SS-001730-PV1,Control,0.0
2026-01-24,5463,SS-016309-PV1,Control,0.0
2026-01-24,5817,SS-012139-PV1,Control,0.0
