date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2025-12-13,A,D2DS,1282,30,74
2025-12-13,B,D2DS,1374,30,59
2025-12-13,C,D2DS,1199,30,82
2025-12-13,D,D2DS,4036,30,63
2025-12-13,A,DH,1435,30,59
2025-12-13,B,DH,1137,30,53
2025-12-13,C,DH,721,30,69
2025-12-13,D,DH,666,30,154
