date,bundle_id,segment_id,dh_arm,treated_share
2026-05-02,5466,SS-025426-PV1,Partial,0.5
2026-05-02,5466,SS-021147-PV1,Control,0.0
2026-05-02,5466,SS-022604-PV1,Control,0.0
2026-05-02,5466,SS-026003-PV1,Full,1.0
2026-05-02,1308,SS-017004-PV1,Control,0.0
2026-05-02,1308,SS-020152-PV1,Control,0.0
2026-05-02,1308,SS-020789-PV1,Control,0.0
2026-05-02,1308,SS-020369-PV1,Full,1.0
2026-05-02,1308,SS-018691-PV1,Partial,0.5
2026-05-02,1308,SS-017002-PV1,Partial,0.5
2026-05-02,1308,SS-020368-PV1,Control,0.0
2026-05-02,1308,SS-020790-PV1,Control,0.0
2026-05-02,5178,SS-008069-PV1,Control,0.0
2026-05-02,5178,SS-015558-PV1,Partial,0.5
2026-05-02,5178,SS-003380-PV1,Full,1.0
2026-05-02,5178,SS-008877-PV1,Control,0.0
2026-05-02,5178,SS-015561-PV1,Full,1.0
2026-05-02,5178,SS-015562-PV1,Control,0.0
2026-05-02,5178,SS-015559-PV1,Control,0.0
2026-05-02,5178,SS-015597-PV1,Control,0.0
2026-05-02,5178,SS-025064-PV1,Partial,0.5
2026-05-02,5178,SS-015560-PV1,Control,0.0
2026-05-02,5178,SS-008030-PV1,Control,0.0
2026-05-02,5178,SS-008070-PV1,Control,0.0
2026-05-02,5155,SS-015810-PV1,Full,1.0
2026-05-02,5155,SS-015799-PV1,Partial,0.5
2026-05-02,5155,SS-015776-PV1,Full,1.0
2026-05-02,5155,SS-004462-PV1,Full,1.0
2026-05-02,5155,SS-015773-PV1,Control,0.0
2026-05-02,5155,SS-004461-PV1,Control,0.0
2026-05-02,5803,SS-025088-PV1,Control,0.0
2026-05-02,5803,SS-012739-PV1,Partial,0.5
2026-05-02,5803,SS-012738-PV1,Partial,0.5
2026-05-02,5803,SS-008898-PV1,Partial,0.5
2026-05-02,5803,SS-012736-PV1,Full,1.0
2026-05-02,2414,SS-021257-PV1,Full,1.0
2026-05-02,2414,SS-021259-PV1,Partial,0.5
2026-05-02,2414,SS-012199-PV1,Full,1.0
2026-05-02,2414,SS-021262-PV1,Control,0.0
2026-05-02,2414,SS-012196-PV1,Partial,0.5
2026-05-02,2414,SS-012198-PV1,Control,0.0
2026-05-02,2414,SS-021258-PV1,Control,0.0
2026-05-02,2414,SS-012197-PV1,Partial,0.5
