date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2026-01-24,A,D2DS,3,30,18
2026-01-24,B,D2DS,1489,30,10
2026-01-24,C,D2DS,3072,30,26
2026-01-24,D,D2DS,3260,30,16
2026-01-24,E,D2DS,2035,30,18
2026-01-24,F,D2DS,1233,30,17
2026-01-24,A,DH,5463,30,15
2026-01-24,B,DH,3439,30,3
2026-01-24,C,DH,5552,30,2
2026-01-24,D,DH,2404,30,6
2026-01-24,E,DH,1440,30,18
2026-01-24,F,DH,5817,30,12
