date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2025-12-26,A,D2DS,1761,30,60
2025-12-26,B,D2DS,5195,30,60
2025-12-26,C,D2DS,7489,30,66
2025-12-26,D,D2DS,5106,30,58
2025-12-26,A,DH,4444,30,60
2025-12-26,B,DH,373,30,62
2025-12-26,C,DH,5952,30,61
2025-12-26,D,DH,4616,30,66
