date,bundle_id,segment_id,dh_arm,treated_share
2026-03-21,5423,SS-023635-PV1,Partial,0.5
2026-03-21,5423,SS-013600-PV1,Control,0.0
2026-03-21,5423,SS-023636-PV1,Control,0.0
2026-03-21,5423,SS-021883-PV1,Full,1.0
2026-03-21,5423,SS-017609-PV1,Control,0.0
2026-03-21,5423,SS-015131-PV1,Control,0.0
2026-03-21,5423,SS-001228-PV1,Control,0.0
2026-03-21,5423,SS-029002-PV1,Full,1.0
2026-03-21,3248,SS-011183-PV1,Partial,0.5
2026-03-21,3248,SS-011184-PV1,Partial,0.5
2026-03-21,3248,SS-024146-PV1,Control,0.0
2026-03-21,3248,SS-001894-PV1,Control,0.0
2026-03-21,3248,SS-024145-PV1,Control,0.0
2026-03-21,3248,SS-011175-PV1,Partial,0.5
2026-03-21,5512,SS-020681-PV1,Full,1.0
2026-03-21,5512,SS-026620-PV1,Control,0.0
2026-03-21,5512,SS-013668-PV1,Full,1.0
2026-03-21,5512,SS-021143-PV1,Control,0.0
2026-03-21,5512,SS-026002-PV1,Control,0.0
2026-03-21,5512,SS-026611-PV1,Control,0.0
2026-03-21,6016,SS-029653-PV1,Partial,0.5
2026-03-21,6016,SS-024085-PV1,Control,0.0
2026-03-21,6016,SS-029654-PV1,Control,0.0
2026-03-21,6016,SS-017394-PV1,Control,0.0
2026-03-21,6016,SS-007183-PV1,Full,1.0
2026-03-21,6016,SS-017395-PV1,Partial,0.5
2026-03-21,1711,SS-022499-PV1,Full,1.0
2026-03-21,1711,SS-022500-PV1,Full,1.0
2026-03-21,1711,SS-012416-PV1,Control,0.0
2026-03-21,1711,SS-017502-PV1,Control,0.0
2026-03-21,1711,SS-022501-PV1,Control,0.0
2026-03-21,1711,SS-007705-PV1,Partial,0.5
2026-03-21,1711,SS-007360-PV1,Partial,0.5
2026-03-21,2369,SS-016441-PV1,Partial,0.5
2026-03-21,2369,SS-027519-PV1,Full,1.0
2026-03-21,2369,SS-013258-PV1,Full,1.0
2026-03-21,2369,SS-013259-PV1,Partial,0.5
2026-03-21,2369,SS-027513-PV1,Full,1.0
2026-03-21,2369,SS-016440-PV1,Control,0.0
