date,bundle_id,segment_id,dh_arm,treated_share
2026-02-28,349,SS-012723-PV1,Partial,0.5
2026-02-28,349,SS-012072-PV1,Control,0.0
2026-02-28,349,SS-021836-PV1,Control,0.0
2026-02-28,349,SS-012073-PV1,Full,1.0
2026-02-28,349,SS-012724-PV1,Control,0.0
2026-02-28,349,SS-021838-PV1,Control,0.0
2026-02-28,349,SS-022164-PV1,Control,0.0
2026-02-28,349,SS-005305-PV1,Full,1.0
2026-02-28,349,SS-005306-PV1,Partial,0.5
2026-02-28,349,SS-021837-PV1,Partial,0.5
2026-02-28,349,SS-012722-PV1,Control,0.0
2026-02-28,349,SS-021839-PV1,Control,0.0
2026-02-28,1341,SS-011531-PV1,Control,0.0
2026-02-28,1341,SS-025743-PV1,Partial,0.5
2026-02-28,1341,SS-025742-PV1,Full,1.0
2026-02-28,1341,SS-012289-PV1,Control,0.0
2026-02-28,1341,SS-016854-PV1,Full,1.0
2026-02-28,1341,SS-012288-PV1,Control,0.0
2026-02-28,1341,SS-012885-PV1,Control,0.0
2026-02-28,1678,SS-015820-PV1,Control,0.0
2026-02-28,1678,SS-015749-PV1,Partial,0.5
2026-02-28,1678,SS-015831-PV1,Control,0.0
2026-02-28,1678,SS-015748-PV1,Control,0.0
2026-02-28,1678,SS-015751-PV1,Control,0.0
2026-02-28,1678,SS-015746-PV1,Full,1.0
2026-02-28,1678,SS-015747-PV1,Partial,0.5
2026-02-28,1678,SS-015750-PV1,Full,1.0
2026-02-28,1678,SS-008142-PV1,Full,1.0
2026-02-28,898,SS-022104-PV1,Control,0.0
2026-02-28,898,SS-030154-PV1,Control,0.0
2026-02-28,898,SS-030180-PV1,Control,0.0
2026-02-28,898,SS-003816-PV1,Partial,0.5
2026-02-28,898,SS-006806-PV1,Partial,0.5
2026-02-28,898,SS-030184-PV1,Partial,0.5
2026-02-28,1716,SS-012250-PV1,Full,1.0
2026-02-28,1716,SS-012249-PV1,Full,1.0
2026-02-28,1716,SS-013572-PV1,Partial,0.5
2026-02-28,1716,SS-012251-PV1,Full,1.0
2026-02-28,1716,SS-012252-PV1,Control,0.0
2026-02-28,1716,SS-008062-PV1,Partial,0.5
2026-02-28,2384,SS-023951-PV1,Control,0.0
2026-02-28,2384,SS-023950-PV1,Control,0.0
2026-02-28,2384,SS-012377-PV1,Partial,0.5
2026-02-28,2384,SS-023299-PV1,Control,0.0
2026-02-28,2384,SS-023298-PV1,Control,0.0
2026-02-28,2384,SS-012379-PV1,Partial,0.5
2026-02-28,2384,SS-012378-PV1,Partial,0.5
2026-02-28,2384,SS-012376-PV1,Control,0.0
