date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2025-10-17,A,D2DS,3719,30,61
2025-10-17,B,D2DS,2491,30,84
2025-10-17,C,D2DS,2137,30,89
2025-10-17,D,D2DS,2549,30,70
2025-10-17,A,DH,1623,30,57
2025-10-17,B,DH,1734,30,114
2025-10-17,C,DH,1930,30,97
2025-10-17,D,DH,1843,30,107
