date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2025-12-24,A,D2DS,2560,30,68
2025-12-24,B,D2DS,6759,30,61
2025-12-24,C,D2DS,2551,30,67
2025-12-24,D,D2DS,5193,30,54
2025-12-24,A,DH,5192,30,68
2025-12-24,B,DH,3199,30,68
2025-12-24,C,DH,3099,30,61
2025-12-24,D,DH,2545,30,63
