date,bundle_id,segment_id,dh_arm,treated_share
2026-04-11,5655,SS-035451-PV1,Partial,0.5
2026-04-11,5655,SS-015988-PV1,Control,0.0
2026-04-11,5655,SS-019577-PV1,Control,0.0
2026-04-11,5655,SS-027418-PV1,Full,1.0
2026-04-11,5655,SS-009641-PV1,Control,0.0
2026-04-11,5655,SS-019912-PV1,Control,0.0
2026-04-11,5655,SS-034752-PV1,Control,0.0
2026-04-11,5655,SS-019913-PV1,Full,1.0
2026-04-11,5128,SS-013202-PV1,Partial,0.5
2026-04-11,5128,SS-013201-PV1,Partial,0.5
2026-04-11,5128,SS-002627-PV1,Control,0.0
2026-04-11,5128,SS-003612-PV1,Control,0.0
2026-04-11,5128,SS-013203-PV1,Control,0.0
2026-04-11,5128,SS-002628-PV1,Partial,0.5
2026-04-11,5128,SS-013205-PV1,Full,1.0
2026-04-11,5128,SS-013891-PV1,Control,0.0
2026-04-11,5128,SS-002626-PV1,Full,1.0
2026-04-11,5128,SS-003047-PV1,Control,0.0
2026-04-11,5128,SS-013204-PV1,Control,0.0
2026-04-11,5128,SS-003048-PV1,Control,0.0
2026-04-11,5128,SS-008101-PV1,Partial,0.5
2026-04-11,5128,SS-025791-PV1,Control,0.0
2026-04-11,5928,SS-017102-PV1,Control,0.0
2026-04-11,5928,SS-015292-PV1,Control,0.0
2026-04-11,5928,SS-004961-PV1,Full,1.0
2026-04-11,5928,SS-015293-PV1,Partial,0.5
2026-04-11,5928,SS-004960-PV1,Full,1.0
2026-04-11,5928,SS-017103-PV1,Full,1.0
2026-04-11,5928,SS-004316-PV1,Control,0.0
2026-04-11,5928,SS-015296-PV1,Control,0.0
2026-04-11,5928,SS-017101-PV1,Control,0.0
2026-04-11,3040,SS-002390-PV1,Partial,0.5
2026-04-11,3040,SS-002663-PV1,Partial,0.5
2026-04-11,3040,SS-008047-PV1,Partial,0.5
2026-04-11,3040,SS-008048-PV1,Full,1.0
2026-04-11,3040,SS-002415-PV1,Full,1.0
2026-04-11,3040,SS-002414-PV1,Partial,0.5
2026-04-11,3040,SS-008046-PV1,Full,1.0
2026-04-11,3040,SS-002662-PV1,Control,0.0
2026-04-11,3040,SS-008049-PV1,Partial,0.5
2026-04-11,3040,SS-002413-PV1,Control,0.0
2026-04-11,5800,SS-015100-PV1,Control,0.0
2026-04-11,5800,SS-014634-PV1,Partial,0.5
2026-04-11,5800,SS-022956-PV1,Control,0.0
2026-04-11,5800,SS-022954-PV1,Control,0.0
2026-04-11,5800,SS-022955-PV1,Partial,0.5
2026-04-11,5800,SS-022953-PV1,Partial,0.5
2026-04-11,5800,SS-014635-PV1,Control,0.0
2026-04-11,5800,SS-015099-PV1,Full,1.0
2026-04-11,2405,SS-012388-PV1,Full,1.0
2026-04-11,2405,SS-012389-PV1,Full,1.0
2026-04-11,2405,SS-023686-PV1,Control,0.0
2026-04-11,2405,SS-023688-PV1,Control,0.0
2026-04-11,2405,SS-023687-PV1,Control,0.0
