date,interviewer,task,bundle_id,list_code,sfh_bundle_total
2026-01-31,A,D2DS,368,30,24
2026-01-31,B,D2DS,901,30,26
2026-01-31,C,D2DS,5716,30,14
2026-01-31,D,D2DS,3265,30,20
2026-01-31,E,D2DS,5197,30,20
2026-01-31,F,D2DS,1222,30,10
2026-01-31,A,DH,1413,30,14
2026-01-31,B,DH,2403,30,18
2026-01-31,C,DH,5935,30,6
2026-01-31,D,DH,5990,30,5
2026-01-31,E,DH,1719,30,12
2026-01-31,F,DH,2965,30,15
