date,bundle_id,segment_id,dh_arm,treated_share
2026-05-30,3434,SS-026322-PV1,Partial,0.5
2026-05-30,3434,SS-004077-PV1,Control,0.0
2026-05-30,3434,SS-026321-PV1,Control,0.0
2026-05-30,3434,SS-026320-PV1,Full,1.0
2026-05-30,3434,SS-011608-PV1,Control,0.0
2026-05-30,3434,SS-004076-PV1,Control,0.0
2026-05-30,3434,SS-004088-PV1,Control,0.0
2026-05-30,3434,SS-011609-PV1,Full,1.0
2026-05-30,5876,SS-003947-PV1,Partial,0.5
2026-05-30,5876,SS-001662-PV1,Partial,0.5
2026-05-30,5876,SS-001666-PV1,Control,0.0
2026-05-30,5876,SS-003945-PV1,Control,0.0
2026-05-30,5876,SS-001663-PV1,Control,0.0
2026-05-30,5876,SS-003949-PV1,Partial,0.5
2026-05-30,5876,SS-003946-PV1,Full,1.0
2026-05-30,5876,SS-009308-PV1,Control,0.0
2026-05-30,3228,SS-021268-PV1,Full,1.0
2026-05-30,3228,SS-002059-PV1,Control,0.0
2026-05-30,3228,SS-008273-PV1,Control,0.0
2026-05-30,3228,SS-012384-PV1,Control,0.0
2026-05-30,3228,SS-021286-PV1,Partial,0.5
2026-05-30,3228,SS-018936-PV1,Control,0.0
2026-05-30,3228,SS-021287-PV1,Control,0.0
2026-05-30,3228,SS-002058-PV1,Control,0.0
2026-05-30,3228,SS-018933-PV1,Full,1.0
2026-05-30,3228,SS-018934-PV1,Partial,0.5
2026-05-30,3228,SS-002060-PV1,Full,1.0
2026-05-30,3228,SS-018373-PV1,Full,1.0
2026-05-30,3228,SS-021269-PV1,Control,0.0
2026-05-30,3228,SS-018935-PV1,Control,0.0
2026-05-30,5312,SS-001399-PV1,Control,0.0
2026-05-30,5312,SS-025238-PV1,Partial,0.5
2026-05-30,5312,SS-001748-PV1,Partial,0.5
2026-05-30,5794,SS-002760-PV1,Partial,0.5
2026-05-30,5794,SS-017657-PV1,Full,1.0
2026-05-30,5794,SS-002912-PV1,Full,1.0
2026-05-30,2356,SS-030348-PV1,Partial,0.5
2026-05-30,2356,SS-014932-PV1,Full,1.0
2026-05-30,2356,SS-023082-PV1,Control,0.0
2026-05-30,2356,SS-023083-PV1,Partial,0.5
