date,interviewer,task,bundle_id,list_code
2025-10-16,A,DH,712,30
2025-10-16,B,DH,1052,30
2025-10-16,C,DH,1064,30
2025-10-16,D,DH,153,30
2025-10-16,A,D2DS,202,30
2025-10-16,B,D2DS,1897,30
2025-10-16,C,D2DS,803,30
2025-10-16,D,D2DS,1895,30
